"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","106211","should add two different products to cart","Purchase flow","2026-07-03","passed","2026-07-03","","","",""
